,Gene.Name,Gene.products,agg,moundUp,cellCycle,stream_down,stream_up,tight_down,tight_up,rib
DDB_G0274773,fslH,frizzled and smoothened-like protein H,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0274361,prpf38a,"putative U4/U6.U5 small nuclear ribonucleoparticle-associated protein, pre-mRNA processing factor 38",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274775,phdI,pleckstrin homology (PH) domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274597,ctnA,CF complex subunit Countin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274777,DDB_G0274777,"DEAD/DEAH box helicase domain-containing protein, DNA replication helicase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274359,cbpK,"calcium-binding protein, NCS-1/frequenin-related protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274357,DDB_G0274357,"calcium-binding protein, NCS-1/frequenin-related protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274355,DDB_G0274355,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274779,DDB_G0274779,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274353,DDB_G0274353,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274595,catA,catalase A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274781,DDB_G0274781,"calcium-binding protein, recoverin family protein, NCS-1/frequenin-related protein, S100/CaBP-9k-type calcium-binding domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274785,DDB_G0274785,TMF1-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274351,DDB_G0274351,5'-3' exonuclease domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274787,DDB_G0274787,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274349,DDB_G0274349,UBX domain-containing protein 19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274347,DDB_G0274347,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274755,gpt7,"putative glycophosphotransferase, Stealth family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274789,DDB_G0274789,80 kDa MCM3-associated protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274753,DDB_G0274753_RTE,TRE3-B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294985,tRNA-Gln-UUG-10,glutamine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274791,commd5,COMM domain-containing protein 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274793,DDB_G0274793,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274795,DDB_G0274795,"ubiquitin-specific protease 48-like protein, peptidase C19 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274593,dst1,STE20 family protein kinase Dst1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274591,dolpp1,dolichyldiphosphatase 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274589,cofF,cofilin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274587,nup62,"nuclear pore protein, nucleoporin 62",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274585,DDB_G0274585,putative acyl-CoA oxidase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274583,DDB_G0274583,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274581,DDB_G0274581,"bromodomain-containing protein, BRD group protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274121,abcA4,ABC transporter A family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274579,pitB,phosphatidylinositol transfer protein 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274329,DDB_G0274329,cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274797,aqr,intron-binding protein aquarius homolog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274331,DDB_G0274331,vacuolar ATP synthase subunit D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274333,DDB_G0274333,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274335,DDB_G0274335,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274337,DDB_G0274337,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274577,DG1124,calcium-binding EF-hand domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274339,DDB_G0274339,"acetyl-CoA C-acyltransferase, beta-ketothiolase, 3-ketoacyl-CoA thiolase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274341,htmA,putative regulator of adhesion and motility 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274799,cpsf3,"beta-lactamase domain-containing protein, DNA repair metallo-beta-lactamase domain-containing protein, cleavage and polyadenylation specificity factor 73 kDa subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274343,DDB_G0274343,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274345,DDB_G0274345,stomatin-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274801,DDB_G0274801,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274751,DDB_G0274751,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274747,DDB_G0274747,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274745,DDB_G0274745,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274327,DDB_G0274327,IWS1 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274743,pisA,MIZ-type zinc finger-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274741,gnt15,"putative glycosyltransferase, putative GlcNAc transferase, putative beta-1,3-N-acetylglucosaminyltransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274803,trappc9,trafficking protein particle complex subunit 9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295827,DDB_G0295827,leucine-rich repeat-containing protein (LRR),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274805,ibrA,inverse Bin/Amphiphysin/Rvs protein IBARa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274311,DDB_G0274311,"GRIM-19 domain-containing protein, NADH-ubiquinone oxidoreductase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274313,pex4,"putative ubiquitin-conjugating enzyme E2, peroxisomal biogenesis factor 4, peroxin 4",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274739,DDB_G0274739,DHHC-type zinc finger-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274315,dpiA,protein phosphatase inhibitor 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274317,DDB_G0274317,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274807,DDB_G0274807,Monocarboxylate transporter 14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274809,mppA1,mitochondrial processing peptidase alpha subunit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274319,DDB_G0274319,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274321,purF,"amidophosphoribosyltransferase, phosphoribosylpyrophosphate amidotransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274323,DDB_G0274323,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274325,ddx52,"putative RNA helicase, DEAD/DEAH box helicase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274575,myoK,myosin-K heavy chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274573,DDB_G0274573,putative transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274811,argB,N-acetylglutamate kinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274813,DDB_G0274813,WD40-like domain-containing protein,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274815,dlcB,"cytoplasmic dynein light chain, dynein light chain LC8-type 2, dynein light chain type 1 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274571,mmgt,"putative transmembrane protein, TMEM32 family protein, membrane magnesium transporter",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274569,acgA,adenylate cyclase G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274567,mtrpS,"tryptophanyl-tRNA synthetase, tryptophan-tRNA ligase, putative mitochondrial tryptophanyl-tRNA synthetase, putative mitochondrial tryptophan-tRNA ligase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274303,DDB_G0274303,CDGSH iron-sulfur domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274305,DDB_G0274305,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274735,DDB_G0274735,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0274307,DDB_G0274307,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274819,DDB_G0274819,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274821,DDB_G0274821,kinase motif-containing (KMC) protein,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0274309,DDB_G0274309,discoidin-like protein,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274565,erh,enhancer of rudimentary family protein,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274127,DB10,coronin binding protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274823,DDB_G0274823,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274267,DDB_G0274267,"Kelch repeat-containing protein, galactose oxidase domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274269,DDB_G0274269,putative histone acetyltransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274271,DDB_G0274271,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274273,DDB_G0274273,Double C2-like domain-containing protein beta,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274275,DDB_G0274275,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274607,gefM,Ras guanine nucleotide exchange factor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274731,DDB_G0274731,FNIP repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274277,DDB_G0274277,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274825,DDB_G0274825,putative cell surface glycoprotein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274279,tssc1,WD40 repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274827,DDB_G0274827,"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274281,ppiH,"U4/U6 small nuclear ribonucleoprotein, cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase), peptidyl-prolyl cis-trans isomerase H",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274283,DDB_G0274283,Monocyte to macrophage differentiation factor 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274285,act20,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274287,fslC,frizzled and smoothened-like protein C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274561,act21,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274727,act19,actin,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0274135,act6,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274829,rmd5,protein RMD5 homolog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274289,DDB_G0274289,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274831,lyT1-4,putative T4-like lysozyme 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274291,lyT2-4,putative T4-like lysozyme 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274725,DDB_G0274725,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274293,DDB_G0274293,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274295,DDB_G0274295,RWP-RK domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274833,mapksp1,"mitogen-activated protein kinase kinase 1-interacting protein, mitogen-activated protein kinase scaffold protein 1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274605,gefR,Ras guanine nucleotide exchange factor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274297,fut3,"glycosyltransferase, alpha-3/4-fucosyltransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295507,r42,"putative class I RNA, putative scRNA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295509,r43,"putative class I RNA, putative scRNA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274299,DDB_G0274299,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274723,DDB_G0274723,Coiled-coil domain-containing protein 115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274835,DDB_G0274835,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274105,glgB,"1,4-alpha-glucan branching enzyme, branching enzyme",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274103,ggtA,"glycosyltransferase, UDP-glucose glycoprotein alpha-glucosyltransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274301,DDB_G0274301,Ras GTPase domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274721,DDB_G0274721_RTE,TRE5-A ORF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274837,DDB_G0274837_RTE,TRE3-A ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294849,tRNA-Leu-UAA-2,leucine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274839,DDB_G0274839_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274719,DDB_G0274719_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274717,DDB_G0274717_RTE,TRE3-B ORF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294983,tRNA-Gly-GCC-2,glycine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274253,DDB_G0274253,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274715,DDB_G0274715,nucleus export protein BRL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274841,fncM,ATP-dependent DNA helicase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274255,DDB_G0274255,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274257,fhit,"bis(5'-adenosyl)-triphosphatase, fragile histidine triad protein",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0274259,DDB_G0274259,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274261,DDB_G0274261,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274263,DDB_G0274263,putative glutathione S-transferase alpha-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0302543,DDB_G0302543,cyclin domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274713,DDB_G0274713,"1-aminocyclopropane-1-carboxylate synthase, S-adenosyl-L-methionine methylthioadenosine-lyase, ACC synthase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274265,DDB_G0274265,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274711,DDB_G0274711,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274709,DDB_G0274709,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274559,udkB,uridine kinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274247,fam91,FAM91 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274707,gpt5,putative glycophosphotransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274251,DDB_G0274251,Palmitoyltransferase ZDHHC15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274249,DDB_G0274249,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274705,DDB_G0274705,putative glutathione S-transferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274119,abcA5,ABC transporter A family protein,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0274557,DDB_G0274557,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274555,prp18,putative RNA splicing factor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274553,vatH,vacuolar ATPase subunit H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274845,DDB_G0274845,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274109,paxB,paxillin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274847,DDB_G0274847,nucleotidyltransferase domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274703,DDB_G0274703,coiled-coil domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274849,DDB_G0274849,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274851,DDB_G0274851,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274551,lyC4,lysozyme C family protein 4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274549,DDB_G0274549,transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274547,DDB_G0274547,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274701,DDB_G0274701,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274699,wfdc,WAP four-disulfide core domain protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274545,thrS2,"threonyl-tRNA synthetase, threonine-tRNA ligase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274697,taf12,"transcription initiation factor TFIID subunit, TFIID subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274695,slp,SH3 domain-containing protein Slp,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274853,DDB_G0274853,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274859,prdx4,"peroxiredoxin, thioredoxin peroxidase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274543,DDB_G0274543,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274861,DDB_G0274861,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274245,DDB_G0274245,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274243,gacF,RhoGAP domain-containing protein,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0274863,DDB_G0274863,rhodopsin-like GPCR transmembrane domain containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274241,bre1,"RING zinc finger-containing protein, RmlC-like cupin family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274239,eIF1,"eukaryotic translation initiation factor 1, translation initiation factor SUI1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274693,DDB_G0274693,BRCT domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274541,DDB_G0274541,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274691,DDB_G0274691,C2H2-type zinc finger-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274689,DDB_G0274689,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274687,DDB_G0274687,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274685,DDB_G0274685,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274865,DDB_G0274865,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0274539,DDB_G0274539,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274867,DDB_G0274867,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274537,DDB_G0274537,putative phosphoinositide phosphatase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274535,DDB_G0274535,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274533,DDB_G0274533,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0274529,cfr_ps3,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274871,hgsB,hydroxymethylglutaryl-CoA synthase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274527,DDB_G0274527,"COBW domain-containing protein, cobalamin (vitamin B12) biosynthesis family protein, cobalamin synthesis protein/P47K family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274525,rad9,component of 9-1-1 complex,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274603,kif9,kinesin family member 9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274125,gpgA,G-protein subunit gamma,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274523,DDB_G0274523,RNA recognition motif-containing protein RRM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274521,rrs1,ribosome biogenesis regulatory protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274519,napA,component of SCAR regulatory complex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274517,osbE,"oxysterol binding family protein, member 5",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0274681,DDB_G0274681,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
